uniprot_id,gene,description,in_hpa_muscle,in_blood_blacklist,reason
Q7Z2W4,ZC3HAV1,Zinc finger CCCH-type antiviral protein 1,TRUE,FALSE,Missingness
O95396,MOCS3,Adenylyltransferase and sulfurtransferase MOCS3,TRUE,FALSE,Missingness
Q96B36,AKT1S1,Proline-rich AKT1 substrate 1,TRUE,FALSE,Missingness
Q9UHD9,UBQLN2,Ubiquilin-2,TRUE,FALSE,Missingness
Q9UI10,EIF2B4,Translation initiation factor eIF-2B subunit delta,TRUE,FALSE,Missingness
Q15796,SMAD2,Mothers against decapentaplegic homolog 2,TRUE,FALSE,Missingness
Q15477,SKIV2L,Helicase SKI2W,TRUE,FALSE,Missingness
Q16537,PPP2R5E,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,TRUE,FALSE,Missingness
Q9UL15,BAG5,BAG family molecular chaperone regulator 5,TRUE,FALSE,Missingness
Q6PJW8,CNST,Consortin,TRUE,FALSE,Missingness
P38919,EIF4A3,Eukaryotic initiation factor 4A-III,TRUE,FALSE,Missingness
O96011,PEX11B,Peroxisomal membrane protein 11B,TRUE,FALSE,Missingness
